제작품,만드는 작업대 수,가장 빠른 작업대,1개당 작업량(최고 속도),전체 작업대(1개당 작업량),key
신생의 구체,3,기계 작업대,261,"기계 작업대(261), 전기 단조 작업대(261), 단조 작업대(261)",T:Isekai_RespecOrb
신속의 룬 I,1,룬 작업대,1200,룬 작업대(1200),T:Isekai_Rune_Swiftness
신속의 룬 II,1,룬 작업대,1560,룬 작업대(1560),T:Isekai_Rune_Swiftness_II
신속의 룬 III,1,룬 작업대,1920,룬 작업대(1920),T:Isekai_Rune_Swiftness_III
신속의 룬 IV,1,룬 작업대,2400,룬 작업대(2400),T:Isekai_Rune_Swiftness_IV
신속의 룬 V,1,룬 작업대,3000,룬 작업대(3000),T:Isekai_Rune_Swiftness_V
신체 부위 소각하기,2,전기 화장터,7,"전기 화장터(7), 모닥불(35)",R:BurnBodyParts
실험실 외투,2,전기 재봉 작업대,870,"전기 재봉 작업대(870), 재봉 작업대(952)",T:Apparel_LabCoat
심령 연산 칩,1,조립 작업대,696,조립 작업대(696),T:OP_CoprocessorPsychic
심령 연산 칩 (1단계),1,조립 작업대,696,조립 작업대(696),T:OP_CoprocessorPsychic_TierA
심령 연산 칩 (2단계),1,조립 작업대,696,조립 작업대(696),T:OP_CoprocessorPsychic_TierB
심바이오메쉬,2,조립 작업대,2435,"조립 작업대(2435), 기계 작업대(2435)",T:Apparel_NoBody
쌍발 로터 추진기,1,밀리라 범용 작업대,5217,밀리라 범용 작업대(5217),T:Milira_Booster
쑥 달임약,4,전기 스토브,723,"전기 스토브(723), 스토브(723), 태양 조리대(1259), 모닥불(1478)",T:VV_WormwoodDecoction
아그리핸드,1,메카노이드 배양기,1800,메카노이드 배양기(1800),T:Mech_Agrihand
아동용 몸싸개,3,전기 재봉 작업대,243,"전기 재봉 작업대(243), 재봉 작업대(267), 간이 제작 장소(1273)",T:Apparel_KidTribal
아동용 바지,2,전기 재봉 작업대,223,"전기 재봉 작업대(223), 재봉 작업대(244)",T:Apparel_KidPants
아동용 방탄모,3,기계 작업대,348,"기계 작업대(348), 전기 단조 작업대(348), 단조 작업대(348)",T:Apparel_KidHelmet
아동용 셔츠,2,전기 재봉 작업대,223,"전기 재봉 작업대(223), 재봉 작업대(244)",T:Apparel_KidShirt
아동용 원피스,2,전기 재봉 작업대,348,"전기 재봉 작업대(348), 재봉 작업대(381)",T:Apparel_KidRomper
아동용 파카,2,전기 재봉 작업대,1113,"전기 재봉 작업대(1113), 재봉 작업대(1219)",T:Apparel_KidParka
아르테미스,1,대형 메카노이드 배양기,1800,대형 메카노이드 배양기(1800),T:Mech_Artemis
아리사,1,대형 메카노이드 배양기,1800,대형 메카노이드 배양기(1800),T:Mech_ALisa
아스테시아 오토캐논,2,밀리라 중력 직조기,21429,"밀리라 중력 직조기(21429), 태양 용광로(64286)",T:Milira_AstesiaAutoCannon
아스트로리엘의 망치,2,밀리라 중력 직조기,20000,"밀리라 중력 직조기(20000), 태양 용광로(60000)",T:Milira_Hammer_Pirate_Enhanced
아우로라,1,대형 메카노이드 배양기,1800,대형 메카노이드 배양기(1800),T:Mech_Aurora
아웃라이더,1,밀리언 배양기,1800,밀리언 배양기(1800),T:Milian_Mechanoid_KnightIII
아이언 커튼 전술 망토,2,조립 작업대,2435,"조립 작업대(2435), 기계 작업대(2435)",T:IC_MK3_Tacticloak
아주르트레일,1,대형 메카노이드 배양기,1800,대형 메카노이드 배양기(1800),T:Mech_Azurtrail
아크 부유 유닛 팩,2,밀리라 범용 작업대,2609,"밀리라 범용 작업대(2609), 밀리라 드론 인쇄기(2609)",T:PLAMilira_ElcPack
아크 투척기,1,태양 용광로,42857,태양 용광로(42857),T:PLAMilira_Arc_Thrower
아토머신,1,기본 초월공학 제작대,22,기본 초월공학 제작대(22),T:Attomachinery
안대,2,전기 재봉 작업대,209,"전기 재봉 작업대(209), 재봉 작업대(229)",T:Apparel_Blindfold
안정의 룬 I,1,룬 작업대,1000,룬 작업대(1000),T:Isekai_Rune_Warding
안정의 룬 II,1,룬 작업대,1300,룬 작업대(1300),T:Isekai_Rune_Warding_II
안정의 룬 III,1,룬 작업대,1600,룬 작업대(1600),T:Isekai_Rune_Warding_III
안정의 룬 IV,1,룬 작업대,2000,룬 작업대(2000),T:Isekai_Rune_Warding_IV
안정의 룬 V,1,룬 작업대,2500,룬 작업대(2500),T:Isekai_Rune_Warding_V
암흑 물질 보호막 벨트,2,밀리라 범용 작업대,3261,"밀리라 범용 작업대(3261), 밀리라 중력 직조기(3571)",T:Milira_DarkMattershieldbelt
압축 물고기 사료,1,도축 작업대,22,도축 작업대(22),T:CompressedFishFood
애정 증진기,1,조립 작업대,4522,조립 작업대(4522),T:LoveEnhancer
야요,1,약물 연구대,167,약물 연구대(167),T:Yayo
야채 통조림,1,통조림 기계,3,통조림 기계(3),T:VCE_CannedProduce
야채 튀김,1,튀김기,25,튀김기(25),T:VCE_DeepFriedVegetables
약물 소각,2,전기 화장터,11,"전기 화장터(11), 모닥불(52)",R:BurnDrugs
약품,1,약물 연구대,333,약물 연구대(333),T:MedicineIndustrial
양금원단,4,전기 재봉 작업대,17,"전기 재봉 작업대(17), 재봉 작업대(19), 모에로틀 기계 방직기(62), 모에로틀 방직기(91)",T:Axolotl_Silk
어나이힐레이터 와일드파이어,1,조립 작업대,3478,조립 작업대(3478),T:Annihilator_Wildfire
어린이 진공 방호복,1,기계 작업대,3478,기계 작업대(3478),T:Apparel_VacsuitChildren
에너지 효율이 향상된 배터리,1,조립 작업대,,조립 작업대(?),T:NCL_AdvancedPowerCell
에키네시아 달인 물,4,전기 스토브,596,"전기 스토브(596), 스토브(596), 태양 조리대(1037), 모닥불(1217)",T:VV_EchinaceaDecoction
에테림 심판자,1,입자 구축기,50000,입자 구축기(50000),T:MEXY_Aetherim_Judicator
에포크 플라즈마포,1,태양 용광로,60714,태양 용광로(60714),T:Milira_PlasmaCannon_Epoch
엘텍스 가면,2,전기 재봉 작업대,1391,"전기 재봉 작업대(1391), 재봉 작업대(1524)",T:VPE_Apparel_EltexMask
엘텍스 검,2,전기 단조 작업대,3130,"전기 단조 작업대(3130), 단조 작업대(3130)",T:VPE_MeleeWeapon_EltexSword
엘텍스 곤봉,2,전기 단조 작업대,1739,"전기 단조 작업대(1739), 단조 작업대(1739)",T:VPE_MeleeWeapon_EltexMace
엘텍스 단검,2,전기 단조 작업대,522,"전기 단조 작업대(522), 단조 작업대(522)",T:VPE_MeleeWeapon_EltexDagger
엘텍스 로브,2,전기 재봉 작업대,3478,"전기 재봉 작업대(3478), 재봉 작업대(3810)",T:Apparel_PsyfocusRobe
엘텍스 망토,2,전기 재봉 작업대,2783,"전기 재봉 작업대(2783), 재봉 작업대(3048)",T:VPE_Apparel_EltexCape
엘텍스 셔츠,2,전기 재봉 작업대,1043,"전기 재봉 작업대(1043), 재봉 작업대(1143)",T:Apparel_PsyfocusShirt
엘텍스 재킷,2,전기 재봉 작업대,2087,"전기 재봉 작업대(2087), 재봉 작업대(2286)",T:Apparel_PsyfocusVest
엘텍스 지팡이,2,전기 단조 작업대,3130,"전기 단조 작업대(3130), 단조 작업대(3130)",T:MeleeWeapon_PsyfocusStaff
엘텍스 해골모,2,전기 단조 작업대,348,"전기 단조 작업대(348), 단조 작업대(348)",T:Apparel_EltexSkullcap
엘텍스 헬멧,2,전기 단조 작업대,1391,"전기 단조 작업대(1391), 단조 작업대(1391)",T:Apparel_PsyfocusHelmet
연구 기술 훈련,1,훈련용 콘솔,2500,훈련용 콘솔(2500),R:TrainingConsoleIntellectual
연막 가방,1,기계 작업대,626,기계 작업대(626),T:Apparel_SmokepopBelt
연막 발사기,1,기계 작업대,5217,기계 작업대(5217),T:Gun_SmokeLauncher
연막탄,1,기계 작업대,139,기계 작업대(139),T:Shell_Smoke
연산 보조기,1,조립 작업대,4522,조립 작업대(4522),T:Neurocalculator
연초,2,약물 연구대,214,"약물 연구대(214), 간이 제작 장소(409)",T:SmokeleafJoint
연초 버터,1,조미료 작업대,13,조미료 작업대(13),T:VCE_SmokeleafButter
열 차단 역장,2,밀리라 범용 작업대,6522,"밀리라 범용 작업대(6522), 밀리라 중력 직조기(7143)",T:Milira_ThermalBarrierField
엽화떡,3,전기 스토브,160,"전기 스토브(160), 스토브(160), 태양 조리대(278)",T:Axolotl_LeafFlowerJelly
영혼 승천 동기화기,1,입자 구축기,25000,입자 구축기(25000),T:MEXY_SoulAscensionSynchronizer
예복 셔츠,2,전기 재봉 작업대,1043,"전기 재봉 작업대(1043), 재봉 작업대(1143)",T:Apparel_ShirtRuffle
예복 조끼,2,전기 재봉 작업대,2087,"전기 재봉 작업대(2087), 재봉 작업대(2286)",T:Apparel_VestRoyal
예술 기술 훈련,1,훈련용 콘솔,2500,훈련용 콘솔(2500),R:TrainingConsoleArtistic
오토캐논,1,태양 용광로,55714,태양 용광로(55714),T:PLAMilira_Autocannon
옥경분,1,모에로틀 제약대,47,모에로틀 제약대(47),T:Axolotl_JadeEssencePowder
옴니 드롭,1,약물 연구대,423,약물 연구대(423),T:OmniDrop_DP2Unofficial
왕관,2,전기 단조 작업대,2087,"전기 단조 작업대(2087), 단조 작업대(2087)",T:Apparel_Crown
왕복선 통신기,1,기계 작업대,1739,기계 작업대(1739),T:Apparel_ShuttleComm
외형 교정기,1,조립 작업대,4522,조립 작업대(4522),T:AestheticShaper
용기의 룬 I,1,룬 작업대,800,룬 작업대(800),T:Isekai_Rune_Fortitude
용기의 룬 II,1,룬 작업대,1040,룬 작업대(1040),T:Isekai_Rune_Fortitude_II
용기의 룬 III,1,룬 작업대,1280,룬 작업대(1280),T:Isekai_Rune_Fortitude_III
용기의 룬 IV,1,룬 작업대,1600,룬 작업대(1600),T:Isekai_Rune_Fortitude_IV
용기의 룬 V,1,룬 작업대,2000,룬 작업대(2000),T:Isekai_Rune_Fortitude_V
용발톱 (드라고니안 프리무스),2,전기 단조 작업대,3478,"전기 단조 작업대(3478), 단조 작업대(3478)",T:MeleeWeapon_Drakesclaw_DP2Unofficial
용설란 시럽,1,조미료 작업대,7,조미료 작업대(7),T:VCE_AgaveNectar
용해 처리,1,전기로,71,전기로(71),R:SmeltOrDestroyThing
우라늄,3,전기로,8,"전기로(8), 전기 재활용 작업대(655), 재활용 작업대(800)",T:Uranium
운기단 반죽,1,모에로틀 제약대,1000,모에로틀 제약대(1000),T:Axolotl_ingredient
운도미엘의 대검,2,밀리라 중력 직조기,20000,"밀리라 중력 직조기(20000), 태양 용광로(60000)",T:Milira_GreatSword_Pirate_Enhanced
울트라테크 리프터,1,고급 메카 배양기,1800,고급 메카 배양기(1800),T:Mech_LifterUltra
울트라테크 아그리핸드,1,고급 메카 배양기,1800,고급 메카 배양기(1800),T:Mech_AgrihandUltra
울트라테크 컨스트럭토이드,1,고급 메카 배양기,1800,고급 메카 배양기(1800),T:Mech_ConstructoidUltra
울트라테크 클린스위퍼,1,고급 메카 배양기,1800,고급 메카 배양기(1800),T:Mech_CleansweeperUltra
울트라테크 파라메딕,1,고급 메카 배양기,1800,고급 메카 배양기(1800),T:Mech_ParamedicUltra
울트라테크 파브리코어,1,고급 메카 배양기,1800,고급 메카 배양기(1800),T:Mech_FabricorUltra
워 스콜피온,1,대형 메카노이드 배양기,1800,대형 메카노이드 배양기(1800),T:NCL_Mech_Scorpion
워 퀸,1,대형 메카노이드 배양기,1800,대형 메카노이드 배양기(1800),T:Mech_Warqueen
원격 보호막 생성기,1,기계 작업대,557,기계 작업대(557),T:RemoteShielder
원격 수리기,1,기계 작업대,557,기계 작업대(557),T:RemoteRepairer
원격 포격 지시기,2,조립 작업대,,"조립 작업대(?), 나노 조립기(?)",T:Eccentric_ArtilleryDesignator
원예 기술 훈련,1,훈련용 콘솔,2500,훈련용 콘솔(2500),R:TrainingConsoleGrowing
월리엄 레싱,1,조소 작업대,8333,조소 작업대(8333),T:NCL_Liberty_Leading_the_Militors
웨이크업,1,약물 연구대,429,약물 연구대(429),T:WakeUp
위대한 마법의 삐삐,1,밀리라 범용 작업대,2609,밀리라 범용 작업대(2609),T:PLAMilira_Apparel_IndexConsole
위신 판금 갑옷,2,전기 단조 작업대,7304,"전기 단조 작업대(7304), 단조 작업대(7304)",T:VPE_Apparel_PlateArmorPrestige
윙맨,2,밀리라 중력 직조기,9524,"밀리라 중력 직조기(9524), 태양 용광로(28571)",T:Milira_GaussRevolver
유리,1,전기로,24,전기로(24),T:RB_Glass
은,2,전기로,1,"전기로(1), 기본 초월공학 제작대(5)",T:Silver
은행나무 차,4,전기 스토브,170,"전기 스토브(170), 스토브(170), 태양 조리대(296), 모닥불(348)",T:VV_GinkgoTea
의류 분해,1,전기로,286,전기로(286),R:SmeltApparel
의류 소각,2,전기 화장터,11,"전기 화장터(11), 모닥불(52)",R:BurnApparel
의류 처리,1,전기로,71,전기로(71),R:DestroyApparel
의수,1,기계 작업대,2609,기계 작업대(2609),T:SimpleProstheticArm
의식 가면,2,생체강 성형 작업대,309,"생체강 성형 작업대(309), 간이 제작 장소(2727)",T:Apparel_CultistMask
의식 두건,2,생체강 성형 작업대,206,"생체강 성형 작업대(206), 간이 제작 장소(1818)",T:Apparel_CeremonialCultistMask
의족,1,기계 작업대,2609,기계 작업대(2609),T:SimpleProstheticLeg
의학 기술 훈련,1,훈련용 콘솔,2500,훈련용 콘솔(2500),R:TrainingConsoleMedicine
의학 훈련,1,해부 훈련대,1500,해부 훈련대(1500),R:OPC_TrainMedicine
의학적 장기 적출,1,부검 테이블,1800,부검 테이블(1800),R:AutopsyAdvanced
이럽터,1,태양 용광로,64286,태양 용광로(64286),T:PLAMilira_Plasma_Eruptor
이스코르카,1,대형 메카노이드 배양기,1800,대형 메카노이드 배양기(1800),T:Mech_Iskorka
"이온 경기관총 ""스털워트""",1,태양 용광로,55714,태양 용광로(55714),T:PLAMilira_Stalwart
이온 레일건 RS-422,1,태양 용광로,64286,태양 용광로(64286),T:PLAMilira_RailGun
이유식,4,전기 스토브,19,"전기 스토브(19), 스토브(19), 태양 조리대(33), 모닥불(39)",T:BabyFood
이중 자유 DBS-2,1,밀리라 범용 작업대,13043,밀리라 범용 작업대(13043),T:PLAMilira_DBS
이터널 포트리스,1,밀리언 배양기,1800,밀리언 배양기(1800),T:Milian_Mechanoid_RookIV
인공 밀리라 날개,2,기계 작업대,1461,"기계 작업대(1461), 밀리라 범용 작업대(1826)",T:Milira_ArtificialWing
인공심장,1,기계 작업대,2609,기계 작업대(2609),T:SimpleProstheticHeart
인공와우,1,기계 작업대,2609,기계 작업대(2609),T:CochlearImplant
인공자아 핵,1,중력 단조대,486,중력 단조대(486),T:AIPersonaCore
인삼 달인 물,4,전기 스토브,638,"전기 스토브(638), 스토브(638), 태양 조리대(1111), 모닥불(1304)",T:VV_GinsengDecoction
인상 교정기,1,조립 작업대,4522,조립 작업대(4522),T:AestheticNose
인지 범람 조절기,1,태양 용광로,57143,태양 용광로(57143),T:MEXY_CognitiveDelugeRegulator
일반 마나 코어,1,제련 작업대,400,제련 작업대(400),T:Isekai_ManaCore
일본풍 머리 장식 (드라고니안 프리무스),2,전기 재봉 작업대,487,"전기 재봉 작업대(487), 재봉 작업대(533)",T:DR_JapanHairAcc_DP2Unofficial
일식 연지,1,모에로틀 제약대,3125,모에로틀 제약대(3125),T:RM_SunBlockingRouge
입자 경기관총,1,밀리라 범용 작업대,6957,밀리라 범용 작업대(6957),T:Milian_ParticleLMG
입자 광선총,1,밀리라 범용 작업대,1304,밀리라 범용 작업대(1304),T:Milian_ParticleBeamGun
입자 기관단총,1,밀리라 범용 작업대,3913,밀리라 범용 작업대(3913),T:Milian_ParticleSMG
입자 확산 블래스터,1,밀리라 범용 작업대,3913,밀리라 범용 작업대(3913),T:Milian_ParticleDiffusionBlaster
자괴목 괴뢰,2,전기 단조 작업대,1565,"전기 단조 작업대(1565), 단조 작업대(1565)",T:RM_OvercastWoodGolem
자동권총,1,기계 작업대,870,기계 작업대(870),T:Gun_Autopistol
자색 부적,3,전기 재봉 작업대,696,"전기 재봉 작업대(696), 재봉 작업대(762), 모에로틀 방직기(3636)",T:RM_PurpleIncantation
장검,2,전기 단조 작업대,3130,"전기 단조 작업대(3130), 단조 작업대(3130)",T:MeleeWeapon_LongSword
장궁,3,전기 단조 작업대,1565,"전기 단조 작업대(1565), 단조 작업대(1565), 간이 제작 장소(8182)",T:Bow_Great
장기 적출 부검,1,부검 테이블,1000,부검 테이블(1000),R:AutopsyBasic
장막 재,1,밀리라 중력 직조기,476,밀리라 중력 직조기(476),T:MI_Thing_ShroudAsh
장막 차,4,전기 스토브,9,"전기 스토브(9), 스토브(9), 태양 조리대(15), 모닥불(17)",T:MI_Thing_ShroudTea
장식관,2,전기 단조 작업대,1391,"전기 단조 작업대(1391), 단조 작업대(1391)",T:Apparel_Coronet
재생력 증진기,1,조립 작업대,4522,조립 작업대(4522),T:HealingEnhancer
재생의 룬 I,1,룬 작업대,1000,룬 작업대(1000),T:Isekai_Rune_Regeneration
재생의 룬 II,1,룬 작업대,1300,룬 작업대(1300),T:Isekai_Rune_Regeneration_II
재생의 룬 III,1,룬 작업대,1600,룬 작업대(1600),T:Isekai_Rune_Regeneration_III
재생의 룬 IV,1,룬 작업대,2000,룬 작업대(2000),T:Isekai_Rune_Regeneration_IV
재생의 룬 V,1,룬 작업대,2500,룬 작업대(2500),T:Isekai_Rune_Regeneration_V
재킷,2,전기 재봉 작업대,1217,"전기 재봉 작업대(1217), 재봉 작업대(1333)",T:Apparel_Jacket
저격소총,1,기계 작업대,7826,기계 작업대(7826),T:Gun_SniperRifle
저그 군락유도 페르몬 방출기,1,약물 연구대,2381,약물 연구대(2381),T:MUSC_PheromoneGrenade
저장 유닛 조립,1,밀리라 드론 인쇄기,3913,밀리라 드론 인쇄기(3913),R:Milira_MakeDrone_Storage
저항의 룬 I,1,룬 작업대,800,룬 작업대(800),T:Isekai_Rune_Resistance
저항의 룬 II,1,룬 작업대,1040,룬 작업대(1040),T:Isekai_Rune_Resistance_II
저항의 룬 III,1,룬 작업대,1280,룬 작업대(1280),T:Isekai_Rune_Resistance_III
저항의 룬 IV,1,룬 작업대,1600,룬 작업대(1600),T:Isekai_Rune_Resistance_IV
저항의 룬 V,1,룬 작업대,2000,룬 작업대(2000),T:Isekai_Rune_Resistance_V
적혈단,1,모에로틀 제약대,84,모에로틀 제약대(84),T:Axolotl_CrimsonBloodPill
전자기 레일 소총,1,태양 용광로,64286,태양 용광로(64286),T:Milira_MagneticRailRifle
전장의 왕,1,조립 작업대,,조립 작업대(?),T:NCL_King_of_the_field
전쟁가면,3,전기 재봉 작업대,522,"전기 재봉 작업대(522), 재봉 작업대(571), 간이 제작 장소(2727)",T:Apparel_WarMask
전쟁베일,3,전기 재봉 작업대,243,"전기 재봉 작업대(243), 재봉 작업대(267), 간이 제작 장소(1273)",T:Apparel_WarVeil
전투 드론: 4연장 로켓 발사기,1,밀리라 드론 인쇄기,6522,밀리라 드론 인쇄기(6522),T:Milira_CombatDrone_QuadrupleRocketLauncher
전투 드론: 미니건,1,밀리라 드론 인쇄기,6522,밀리라 드론 인쇄기(6522),T:Milira_CombatDrone_MiniGun
전투 드론: 산탄 입자,1,밀리라 드론 인쇄기,2609,밀리라 드론 인쇄기(2609),T:Milira_CombatDrone_ScatterParticleBlaster
전투 드론: 장거리 입자,1,밀리라 드론 인쇄기,2609,밀리라 드론 인쇄기(2609),T:Milira_CombatDrone_LongRangeParticleBlaster
전투 드론: 충격 입자,1,밀리라 드론 인쇄기,2609,밀리라 드론 인쇄기(2609),T:Milira_CombatDrone_ParticleImpactBlaster
전투 망치,2,전기 단조 작업대,2087,"전기 단조 작업대(2087), 단조 작업대(2087)",T:DR_BattleHammer
전투 망치 (드라고니안 프리무스),2,전기 단조 작업대,2087,"전기 단조 작업대(2087), 단조 작업대(2087)",T:DR_BattleHammer_DP2Unofficial
전투 산탄총,1,기계 작업대,5391,기계 작업대(5391),T:Gun_ChainShotgun
전투 연산 칩,1,조립 작업대,696,조립 작업대(696),T:OP_CoprocessorCombat
전투 연산 칩 (1단계),1,조립 작업대,696,조립 작업대(696),T:OP_CoprocessorCombat_TierA
전투 연산 칩 (2단계),1,조립 작업대,696,조립 작업대(696),T:OP_CoprocessorCombat_TierB
전투 투구 (드라고니안 프리무스),2,전기 재봉 작업대,3130,"전기 재봉 작업대(3130), 재봉 작업대(3429)",T:DR_BattleHelm_DP2Unofficial
전투 플랫폼: 메카 제어 유닛,1,밀리라 드론 인쇄기,6522,밀리라 드론 인쇄기(6522),T:Milira_CombatDrone_MechControlUnit
전투 플랫폼: 에너지 거품 보호막,1,밀리라 드론 인쇄기,2609,밀리라 드론 인쇄기(2609),T:Milira_CombatDrone_EnergyBubble
전투 플랫폼: 에탕다르,2,밀리라 범용 작업대,2609,"밀리라 범용 작업대(2609), 밀리라 중력 직조기(2857)",T:Milira_CombatDrone_LightOfCradol_II
전투망치,2,전기 단조 작업대,3130,"전기 단조 작업대(3130), 단조 작업대(3130)",T:MeleeWeapon_Warhammer
점판암 석재,1,석재 절삭대,22,석재 절삭대(22),T:BlocksSlate
점프 구급대원,1,메카노이드 배양기,1800,메카노이드 배양기(1800),T:BF_Mech_JumpParamedic
점프 리프터,1,메카노이드 배양기,1800,메카노이드 배양기(1800),T:Mech_JumpLifter
점프팩,1,기계 작업대,2435,기계 작업대(2435),T:Apparel_PackJump
접힌 공간 가속기,1,입자 구축기,50000,입자 구축기(50000),T:MEXY_FoldedSpaceAccelerator
정밀의 룬 I,1,룬 작업대,800,룬 작업대(800),T:Isekai_Rune_Precision
정밀의 룬 II,1,룬 작업대,1040,룬 작업대(1040),T:Isekai_Rune_Precision_II
정밀의 룬 III,1,룬 작업대,1280,룬 작업대(1280),T:Isekai_Rune_Precision_III
정밀의 룬 IV,1,룬 작업대,1600,룬 작업대(1600),T:Isekai_Rune_Precision_IV
정밀의 룬 V,1,룬 작업대,2000,룬 작업대(2000),T:Isekai_Rune_Precision_V
정신 안정기,1,초월공학 작업대,9259,초월공학 작업대(9259),T:PsychicSoothePulser
정신 압박기,1,기계 작업대,2609,기계 작업대(2609),T:Mindscrew
정신 파동 발생장치,1,초월공학 작업대,1852,초월공학 작업대(1852),T:PsychicEmanator
정신 파동기,1,초월공학 작업대,7407,초월공학 작업대(7407),T:PsychicAnimalPulser
정신력 증폭기,1,초월공학 작업대,18519,초월공학 작업대(18519),T:PsychicAmplifier
정신력 킬 스위치,1,초월공학 작업대,9259,초월공학 작업대(9259),T:DeathArtifact
정신력 포섭기,1,초월공학 작업대,11111,초월공학 작업대(11111),T:RecruitArtifact
정신분열 창,1,초월공학 작업대,9259,초월공학 작업대(9259),T:Apparel_PsychicInsanityLance
정신안정 창,1,초월공학 작업대,9259,초월공학 작업대(9259),T:MentalResetArtifact
정신압박기,1,초월공학 작업대,27778,초월공학 작업대(27778),T:PsychicSpookPulser
정신영감 창,1,초월공학 작업대,7407,초월공학 작업대(7407),T:InspireArtifact
정신정지 창,1,초월공학 작업대,9259,초월공학 작업대(9259),T:StasisArtifact
정신충격 창,1,초월공학 작업대,9259,초월공학 작업대(9259),T:Apparel_PsychicShockLance
정신충전 창,1,초월공학 작업대,926,초월공학 작업대(926),T:PsyrestoreArtifact
정신치료 창,1,초월공학 작업대,9259,초월공학 작업대(9259),T:HealAndStuffArtifact
정신파 동물 훈련기,1,초월공학 작업대,9259,초월공학 작업대(9259),T:TrainingArtifact
정찰대 갑옷,1,조립 작업대,7826,조립 작업대(7826),T:Apparel_ArmorRecon
정찰대 장교 갑옷,1,조립 작업대,15652,조립 작업대(15652),T:Apparel_ArmorReconPrestige
정찰대 장교 헬멧,1,조립 작업대,5478,조립 작업대(5478),T:Apparel_ArmorHelmetReconPrestige
정찰대 헬멧,1,조립 작업대,2739,조립 작업대(2739),T:Apparel_ArmorHelmetRecon
제국 마법사 후드,1,조립 작업대,4870,조립 작업대(4870),T:CAT_MagusHood
제국 마법사 후드,1,조립 작업대,4870,조립 작업대(4870),T:CAT_MagusHoodOpen
제국 무희 상의,2,전기 재봉 작업대,383,"전기 재봉 작업대(383), 재봉 작업대(419)",T:CAT_Apparel_ImperialDancerTop
제국 무희 하의,2,전기 재봉 작업대,383,"전기 재봉 작업대(383), 재봉 작업대(419)",T:CAT_Apparel_ImperialDancerBottom
제국 휴대용 콘솔,2,밀리라 범용 작업대,870,"밀리라 범용 작업대(870), 밀리라 중력 직조기(952)",T:MiliraImperium_PortableConsole
제어 팩,1,기계 작업대,557,기계 작업대(557),T:Apparel_PackControl
제작 기술 훈련,1,훈련용 콘솔,2500,훈련용 콘솔(2500),R:TrainingConsoleCrafting
조각상,1,조소 작업대,5833,조소 작업대(5833),T:Statue
조련 기술 훈련,1,훈련용 콘솔,2500,훈련용 콘솔(2500),R:TrainingConsoleAnimals
조리 기술 훈련,1,훈련용 콘솔,2500,훈련용 콘솔(2500),R:TrainingConsoleCooking
조연제,1,기계 작업대,35,기계 작업대(35),T:Axolotl_ArmorJumpFuel
조종 보조기,1,조립 작업대,4522,조립 작업대(4522),T:PilotAssistant
조준 보조기,1,조립 작업대,2739,조립 작업대(2739),T:Apparel_Gunlink
좋은 디저트,3,전기 스토브,191,"전기 스토브(191), 스토브(191), 태양 조리대(333)",T:VCE_FineDessert
좋은 바베큐,1,그릴,150,그릴(150),T:VCE_FineGrill
좋은 빵,3,전기 스토브,144,"전기 스토브(144), 스토브(144), 태양 조리대(250)",T:VCE_FineBake
좋은 식사,3,전기 스토브,191,"전기 스토브(191), 스토브(191), 태양 조리대(333)",T:MealFine
좋은 육식주의 식사,3,전기 스토브,191,"전기 스토브(191), 스토브(191), 태양 조리대(333)",T:MealFine_Meat
좋은 채식주의 식사,3,전기 스토브,191,"전기 스토브(191), 스토브(191), 태양 조리대(333)",T:MealFine_Veg
중력 감응판 소재,1,석재 절삭대,1000,석재 절삭대(1000),T:RoughGravlitePanel
중력 갑옷 피부,1,중력 단조대,4054,중력 단조대(4054),T:GravArmor
중력 광선 캐논,1,중력 단조대,9730,중력 단조대(9730),T:GravBeamCannon
중력 등짐,1,중력 단조대,5676,중력 단조대(5676),T:Apparel_GravPack
중력 망치,1,중력 단조대,9730,중력 단조대(9730),T:GravHammer
중력 보호막 벨트,1,중력 단조대,4054,중력 단조대(4054),T:Apparel_GravBelt
중력 블래스터,1,중력 단조대,8919,중력 단조대(8919),T:GravBlaster
중력 소총,1,중력 단조대,10541,중력 단조대(10541),T:GravRifle
중력 손,1,중력 단조대,5676,중력 단조대(5676),T:GravHands
중력 수류탄 벨트,1,밀리라 범용 작업대,2609,밀리라 범용 작업대(2609),T:Milira_Apparel_AttractiveGrenade
중력 척추,1,중력 단조대,4054,중력 단조대(4054),T:GravSpine
중력 코어,1,중력 단조대,6486,중력 단조대(6486),T:Gravcore
중력 코어 위장,1,중력 단조대,4054,중력 단조대(4054),T:GravStomach
중력감응판,3,중력 단조대,81,"중력 단조대(81), 조립 작업대(313), 전기 화장터(482)",T:GravlitePanel
중력격자 비단,2,밀리라 범용 작업대,22,"밀리라 범용 작업대(22), 입자 구축기(100)",T:MEXY_GravilatticeSilk
중력격자 합금,2,밀리라 범용 작업대,22,"밀리라 범용 작업대(22), 입자 구축기(100)",T:MEXY_GravilatticeAlloy
중력조직,1,중력 단조대,41,중력 단조대(41),T:Graweave
중력합금,1,중력 단조대,46,중력 단조대(46),T:Gravitonium
중산모,2,전기 재봉 작업대,313,"전기 재봉 작업대(313), 재봉 작업대(343)",T:Apparel_BowlerHat
중형 메카노이드 소생,1,대형 메카노이드 배양기,1800,대형 메카노이드 배양기(1800),R:ResurrectMediumMech
지각 보호막 – 공명,1,태양 용광로,,태양 용광로(?),T:MEXY_ShieldCore_Melee
