방/갑판,건물,defName,모드,x(좌상),y(좌상),가로,세로,작업칸,전력(W),연결 설비 수,연결 보너스
개인 침실 14,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,61,45,1,1,,-240.0,,
개인 침실 15,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,76,45,1,1,,-240.0,,
개인 침실 16,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,87,45,1,1,,-240.0,,
의식실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,103,25,1,1,,-240.0,,
의식실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,104,25,1,1,,-240.0,,
실체보관실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,115,0,1,1,,-240.0,,
실체보관실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,115,25,1,1,,-240.0,,
실체보관실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,116,0,1,1,,-240.0,,
실체보관실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,116,25,1,1,,-240.0,,
실체 격리 전실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,140,0,1,1,,-240.0,,
연구실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,103,45,1,1,,-240.0,,
연구실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,104,45,1,1,,-240.0,,
연구실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,105,29,1,1,,-240.0,,
생체강 가공실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,131,45,1,1,,-240.0,,
생체강 가공실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,132,45,1,1,,-240.0,,
오락·도서실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,50,62,1,1,,-240.0,,
오락·도서실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,51,62,1,1,,-240.0,,
대식당,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,76,62,1,1,,-240.0,,
대식당,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,77,62,1,1,,-240.0,,
간부실 A,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,50,75,1,1,,-240.0,,
중력구동기실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,63,75,1,1,,-240.0,,
중력구동기실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,64,62,1,1,,-240.0,,
조종실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,85,75,1,1,,-240.0,,
조종실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,86,75,1,1,,-240.0,,
간부실 B,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,50,88,1,1,,-240.0,,
반응로실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,63,88,1,1,,-240.0,,
반응로실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,64,75,1,1,,-240.0,,
기계실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,79,88,1,1,,-240.0,,
반응로실 2,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,87,88,1,1,,-240.0,,
주방,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,103,68,1,1,,-240.0,,
주방,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,104,68,1,1,,-240.0,,
교도 통로,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,115,49,1,1,,-240.0,,
치료실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,119,61,1,1,,-240.0,,
성장 배양실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,136,49,1,1,,-240.0,,
수감 홀,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,115,76,1,1,,-240.0,,
수감 홀,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,116,76,1,1,,-240.0,,
유전자 연구소,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,135,72,1,1,,-240.0,,
유전자 연구소,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,136,72,1,1,,-240.0,,
시체·부산물 가공실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,103,88,1,1,,-240.0,,
시체·부산물 가공실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,104,88,1,1,,-240.0,,
의류 제작실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,117,76,1,1,,-240.0,,
의류 제작실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,118,76,1,1,,-240.0,,
화학 제작실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,133,88,1,1,,-240.0,,
화학 제작실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,134,88,1,1,,-240.0,,
연료실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,106,105,1,1,,-240.0,,
연료실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,107,105,1,1,,-240.0,,
예비 발전실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,117,105,1,1,,-240.0,,
예비 발전실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,118,105,1,1,,-240.0,,
남동 공실 2,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,131,92,1,1,,-240.0,,
남동 공실 2,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,131,105,1,1,,-240.0,,
남동 공실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,103,105,1,1,,-240.0,,
남동 공실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,103,114,1,1,,-240.0,,
남동 공실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,104,105,1,1,,-240.0,,
금속·부품 작업실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,50,112,1,1,,-240.0,,
금속·부품 작업실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,51,112,1,1,,-240.0,,
금속·부품 작업실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,52,112,1,1,,-240.0,,
금속·부품 작업실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,53,112,1,1,,-240.0,,
밀리라 작업실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,82,112,1,1,,-240.0,,
밀리라 작업실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,86,112,1,1,,-240.0,,
밀리라 작업실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,87,92,1,1,,-240.0,,
방어 설비실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,145,13,1,1,,-240.0,,
방어 설비실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,146,13,1,1,,-240.0,,
동쪽 공실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,145,25,1,1,,-240.0,,
경비 통로,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,145,29,1,1,,-240.0,,
북측 경비실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,149,29,1,1,,-240.0,,
동측 경비실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,154,29,1,1,,-240.0,,
동측 경비실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,156,29,1,1,,-240.0,,
킬존 회랑,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,145,89,1,1,,-240.0,,
킬존 회랑,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,146,89,1,1,,-240.0,,
킬존 회랑,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,147,89,1,1,,-240.0,,
북서 연결 통로,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,1,-4,1,1,,-240.0,,
